x,y,OBJECTID_1,OBJECTID,SETL_CODE,MGLSDE_LOC,MGLSDE_L_1,MGLSDE_L_2,MGLSDE_L_3,MGLSDE_L_4,lat,lon
3870569.849,3753313.795,593,593,202,בית עובד,304,31,מושבים (כפרים שיתופיים) (ב),BET OVED,31.7610291756413,34.8150799042538
3886097.745,3813167.037,594,594,204,אלישיב,436,31,מושבים (כפרים שיתופיים) (ב),ELYASHIV,32.2675150879961,34.9393814136585
3887908.502,3814157.971,595,595,205,חגלה,381,31,מושבים (כפרים שיתופיים) (ב),HOGLA,32.2759004991956,34.9538659100277
3882543.64,3784661.071,596,596,206,רמות השבים,1110,35,ישובים כפריים יהודים אחרים,RAMOT HASHAVIM,32.0262938993538,34.9109451450915
3885220.204,3750262.581,597,597,64,"יד רמב""ם",812,31,מושבים (כפרים שיתופיים) (ב),YAD RAMBAM,31.7352094079484,34.9323610415783
3909504.648,3738532.209,598,598,78,קריית ענבים,314,33,קיבוצים,QIRYAT ANAVIM,31.6359454741270,35.1264439449200
3943464.309,3831689.873,599,599,90,חפצי-בה,400,33,קיבוצים,HEFZI-BAH,32.4242577366415,35.3971754117537
3892852.055,3841163.792,600,600,102,מאיר שפיה,412,34,ישובים מוסדיים יהודים,ME'IR SHEFEYA,32.5044272719017,34.9933986837125
3881943.853,3785345.103,601,601,207,"גבעת ח""ן",331,31,מושבים (כפרים שיתופיים) (ב),GIV'AT HEN,32.0320822710495,34.9061454184298
3894371.936,3827436.46,602,602,213,משמרות,252,33,קיבוצים,MISHMAROT,32.3882647993162,35.0055495674877
3886288.384,3814624.361,603,603,217,"כפר הרא""ה",1430,31,מושבים (כפרים שיתופיים) (ב),KEFAR HARO'E,32.2798471506383,34.9409064682121
3885250.733,3783234.896,604,604,218,גני עם,230,35,ישובים כפריים יהודים אחרים,GANNE AM,32.0142254233474,34.9326052820100
3886725.252,3815560.143,605,605,219,חיבת ציון,443,31,מושבים (כפרים שיתופיים) (ב),HIBBAT ZIYYON,32.2877658603813,34.9444011839955
3905846.542,3871527.159,606,606,220,כפר ביאליק,768,35,ישובים כפריים יהודים אחרים,KEFAR BIALIK,32.7613660274084,35.0972338807740
3897521.421,3826857.637,607,607,223,עין עירון,384,31,מושבים (כפרים שיתופיים) (ב),EN IRON,32.3833667223078,35.0307235134865
3880265.13,3809878.061,608,608,224,שושנת העמקים,566,35,ישובים כפריים יהודים אחרים,SHOSHANNAT HAAMAQIM,32.2396833481827,34.8927103333210
3896309.17,3824241.849,609,609,225,גן השומרון,599,31,מושבים (כפרים שיתופיים) (ב),GAN HASHOMERON,32.3612315852428,35.0210347508508
3882201.365,3771353.554,610,610,229,גני תקווה,11500,17,"10000-19999 תושבים,ישובים יהודים",GANNE TIQWA,31.9136839617638,34.9082061589259
3876960.362,3792203.927,611,611,232,שפיים,883,33,קיבוצים,SHEFAYIM,32.0901225268818,34.8662561416022
3866151.134,3736515.217,612,612,234,ביצרון,822,31,מושבים (כפרים שיתופיים) (ב),BIZZARON,31.6188774287908,34.7796778864878
3894528.967,3466239.995,613,613,21, ,0,0, , ,29.3317733639122,35.0068048801427
3892850.825,3858001.811,614,614,212, ,0,0, , ,32.6469127714957,34.9933888513929
3880889.213,3810711.88,615,615,235,חבצלת השרון,289,31,מושבים (כפרים שיתופיים) (ב),HAVAZZELET HASHARON,32.2467392314529,34.8977051933611
3908758.315,3858556.896,616,616,237,שער העמקים,569,33,קיבוצים,SHA'AR HAAMAQIM,32.6516099748132,35.1204852025163
3885707.701,3788964.206,617,617,239,גן חיים,607,31,מושבים (כפרים שיתופיים) (ב),GAN HAYYIM,32.0627075900091,34.9362611085495
3907099.485,3849180.552,618,618,240,יקנעם עילית,16700,17,"10000-19999 תושבים,ישובים יהודים",YOQNE'AM ILLIT,32.5722661342816,35.1072396926957
3908983.678,3849865.079,619,619,241,יקנעם (מושבה),1020,31,מושבים (כפרים שיתופיים) (ב),YOQNE'AM(MOSHAVA),32.5780586915295,35.1222845442010
3945003.009,3835710.954,620,620,242,בית השיטה,900,33,קיבוצים,BET HASHITTA,32.4582846480687,35.4094234361020
3850354.409,3687612.679,621,621,246,נתיבות,21800,16,"20000-49999 תושבים,ישובים יהודים",NETIVOT,31.2050577923200,34.6530085673300
3876635.604,3789648.379,622,622,247,רשפון,794,31,מושבים (כפרים שיתופיים) (ב),RISHPON,32.0684971493114,34.8636560993213
3915947.147,3854991.007,623,623,248,בית שערים,476,31,מושבים (כפרים שיתופיים) (ב),BET SHE'ARIM,32.6214349582071,35.1778651984390
3887826.613,3773364.441,624,624,249,כפר סירקין,931,35,ישובים כפריים יהודים אחרים,KEFAR SIRKIN,31.9307003496009,34.9532109195317
3909608.199,3848039.136,625,625,250,הזורע,915,33,קיבוצים,HAZOREA,32.5626073256862,35.1272706655570
3881784.403,3811254.824,626,626,252,ביתן אהרן,505,31,מושבים (כפרים שיתופיים) (ב),BITAN AHARON,32.2513336946573,34.9048693936636
3964095.062,3902138.459,627,627,253,חולתה,396,33,קיבוצים,HULATA,33.0204028218478,35.5612605372134
3910334.453,3866039.811,628,628,254,כפר המכבי,291,33,קיבוצים,KEFAR HAMAKKABBI,32.7149313766255,35.1330686821322
3952252.782,3869116.856,629,629,255,כפר חיטים,330,32,מושבים שיתופיים,KEFAR HITTIM,32.7409697252925,35.4671096233300
3946931.654,3829734.341,630,630,256,ניר דוד (תל עמל),534,33,קיבוצים,NIR DAWID (TEL AMAL),32.4077097707995,35.4247731157821
3887343.778,3769008.788,631,631,257,נופך,335,37,ישובים קהילתיים,NOFEKH,31.8938422453008,34.9493488456314
3949809.326,3832462.4,632,632,259,שדה נחום,335,33,קיבוצים,SEDE NAHUM,32.4307949610000,35.4476711622145
3957516.18,3878275.7,633,633,262,גינוסר,483,33,קיבוצים,GINNOSAR,32.8184730589579,35.5089676649918
3962806.699,3853297.659,634,634,263,מסדה,288,33,קיבוצים,MASSADA,32.6071056272505,35.5510222074629
3963395.285,3853855.386,635,635,264,שער הגולן,503,33,קיבוצים,SHA'AR HAGOLAN,32.6118251863200,35.5556997100979
3957488.857,3836951.03,636,636,265,בית יוסף,345,31,מושבים (כפרים שיתופיים) (ב),BET YOSEF,32.4687783303126,35.5087504241560
3876683.522,3787739.803,637,637,267,כפר שמריהו,1790,35,ישובים כפריים יהודים אחרים,KEFAR SHEMARYAHU,32.0523465306171,34.8640397370065
3955023.866,3818785.956,638,638,268,טירת צבי,666,33,קיבוצים,TIRAT ZEVI,32.3150631089514,35.4891495010679
3945355.336,3840457.597,639,639,269,מולדת,622,32,מושבים שיתופיים,MOLEDET,32.4984513559472,35.4122277247048
3907363.982,3841756.859,640,640,270,עין השופט,715,33,קיבוצים,EN HASHOFET,32.5094458749843,35.1093517851132
3957536.379,3828211.874,641,641,272,מעוז חיים,596,33,קיבוצים,MA'OZ HAYYIM,32.3948264511999,35.5091282684000
3967531.783,3865859.524,642,642,273,עין גב,521,33,קיבוצים,EN GEV,32.7134057563200,35.5885658055572
3877725.237,3728226.625,643,643,274,כפר מנחם,460,33,קיבוצים,KEFAR MENAHEM,31.5487382839544,34.8723795180740
3886713.997,3802426.371,644,644,276,צור משה,1410,31,מושבים (כפרים שיתופיים) (ב),ZUR MOSHE,32.1766261785699,34.9443111511343
3908882.871,3868246.136,645,645,278,אושה,354,33,קיבוצים,USHA,32.7336015812895,35.1214796809849
3915552.203,3906964.864,646,646,280,חניתה,465,33,קיבוצים,HANITA,33.0612444933001,35.1747137460127
3932121.689,3893119.695,647,647,281,פקיעין חדשה,290,31,מושבים (כפרים שיתופיים) (ב),PEQI'IN HADASHA,32.9440848692170,35.3068382431036
3885410,3790492.85,648,648,284,שדה ורבורג,956,31,מושבים (כפרים שיתופיים) (ב),SEDE WARBURG,32.0756431672426,34.9338794663025
3912568.376,3857722.177,649,649,285,אלונים,547,33,קיבוצים,ALLONIM,32.6445464769375,35.1509008468611
3908614.16,3739393.077,650,650,286,מעלה החמישה,347,33,קיבוצים,MA'ALE HAHAMISHA,31.6432302479609,35.1193342143990
3882309.588,3795621.953,651,651,287,תל יצחק,622,33,קיבוצים,TEL YIZHAQ,32.1190463117278,34.9090722002034
3881041.95,3797514.8,652,652,288,בית יהושע,652,31,מושבים (כפרים שיתופיים) (ב),BET YEHOSHUA,32.1350638210239,34.8989275806372
3907688.573,3882884.87,653,653,289,עין המפרץ,674,33,קיבוצים,EN HAMIFRAZ,32.8574764520967,35.1119436823200
3888189.076,3839180.136,654,654,290,מעיין צבי,491,33,קיבוצים,MA'YAN ZEVI,32.4876413158191,34.9561100602281
3948134.724,3859074.553,655,655,292,שרונה,441,31,מושבים (כפרים שיתופיים) (ב),SHARONA,32.6559904566054,35.4343468124951
3860722.707,3716570.51,656,656,293,שדה יואב,208,33,קיבוצים,SEDE YO'AV,31.4501027236112,34.7361680437435
3958052.308,3823666.689,657,657,295,כפר רופין,448,33,קיבוצים,KEFAR RUPPIN,32.3563645087262,35.5132302443767
3955430.695,3828049.552,658,658,296,נווה איתן,172,33,קיבוצים,NEWE ETAN,32.3934528648447,35.4923847799731
3907314.457,3880261.793,659,659,297,כפר מסריק,592,33,קיבוצים,KEFAR MASARYK,32.8352796318271,35.1089563176047
3948993.011,3828495.877,660,660,298,מסילות,423,33,קיבוצים,MESILLOT,32.3972297278470,35.4411762017693
3904491.542,3840931.384,661,661,300,דלייה,739,33,קיבוצים,DALIYYA,32.5024606024917,35.0864118525900
3885376.464,3746413.396,662,662,301,בית עוזיאל,461,31,מושבים (כפרים שיתופיים) (ב),BET UZZI'EL,31.7026371030615,34.9336111648155
3968881.49,3927221.814,663,663,303,דן,421,33,קיבוצים,DAN,33.2326614360215,35.5992872050255
3953410.54,3821336.018,664,664,304,שדה אליהו,656,33,קיבוצים,SEDE ELIYYAHU,32.3366420648450,35.4763185136381
3957534.236,3844958.052,665,665,305,גשר,494,33,קיבוצים,GESHER,32.5365347930805,35.5091112306656
3944664.367,3855107.443,666,666,306,שדמות דבורה,367,31,מושבים (כפרים שיתופיים) (ב),SHADMOT DEVORA,32.6224202553046,35.4067279946935
3952081.245,3861699.099,667,667,307,הזורעים,400,31,מושבים (כפרים שיתופיים) (ב),HAZORE'IM,32.6781997035964,35.4657451239099
3959665.98,3893950.05,668,668,308,מחניים,361,33,קיבוצים,MAHANAYIM,32.9511114426406,35.5260588266125
3863363.803,3713901.84,669,669,309,נהורה,1020,35,ישובים כפריים יהודים אחרים,NEHORA,31.4275200886012,34.7573394168855
3888490.477,3852841.96,670,670,312,נווה ים,188,33,קיבוצים,NEWE YAM,32.6032494470447,34.9585207299836
3910409.896,3874032.016,671,671,313,אפק,432,33,קיבוצים,AFEQ,32.7825624508200,35.1336709577191
3860889.186,3718984.245,672,672,315,נגבה,407,33,קיבוצים,NEGBA,31.4705280646459,34.7375026963675
3881920.719,3799571.165,673,673,316,כפר נטר,510,31,מושבים (כפרים שיתופיים) (ב),KEFAR NETTER,32.1524650543657,34.9059602827632
3896763.043,3859737.695,674,674,317,בית אורן,299,33,קיבוצים,BET OREN,32.6616020536173,35.0246623846800
3830889.244,3665068.555,675,675,318,עמיעוז,221,31,מושבים (כפרים שיתופיים) (ב),AMMI'OZ,31.0142864854521,34.4966901110800
3965331.744,3918891.875,676,676,319,עמיר,579,33,קיבוצים,AMIR,33.1621724130402,35.5710870952135
3865621.564,3726527.758,677,677,320,כפר ורבורג,745,31,מושבים (כפרים שיתופיים) (ב),KEFAR WARBURG,31.5343622505229,34.7754341675756
3968150.647,3925362.917,678,678,324,שאר ישוב,327,31,מושבים (כפרים שיתופיים) (ב),SHE'AR YASHUV,33.2169312076800,35.5934819099745
3913718.667,3903607.448,679,679,325,מצובה,507,33,קיבוצים,MAZZUVA,33.0328336042800,35.1600816410652
3884030.109,3807220.655,680,680,326,בית יצחק-שער חפר,1560,31,מושבים (כפרים שיתופיים) (ב),BET YIZHAQ-SH. HEFER,32.2171960352524,34.9228393805173
3884220.352,3827886.512,681,681,327,שדות ים,634,33,קיבוצים,SEDOT YAM,32.3920731956876,34.9243615307558
3965596.59,3920138.743,682,682,329,שדה נחמיה,383,33,קיבוצים,SEDE NEHEMYA,33.1727235694799,35.5731914024982
3956895.481,3856508.191,683,683,330,אלומות,247,33,קיבוצים,ALUMMOT,32.6342735738400,35.5040324460127
3880936.051,3757113.72,684,684,331,ניר צבי,945,31,מושבים (כפרים שיתופיים) (ב),NIR ZEVI,31.7931846340363,34.8980800500740
3864987.306,3739032.276,685,685,334,קבוצת יבנה,1030,33,קיבוצים,QEVUZAT YAVNE,31.6401771015494,34.7703512743804
3906558.614,3843763.342,686,686,335,רמת השופט,557,33,קיבוצים,RAMAT HASHOFET,32.5264249988508,35.1029205098311
3856780.465,3698624.414,687,687,336,דורות,500,33,קיבוצים,DOROT,31.2982405218468,34.7045576832258
3873420.946,3714549.829,688,688,340,גת (קיבוץ),392,33,קיבוצים,GAT(QIBBUZ),31.4330034590810,34.8379153781999
3853092.103,3709858.361,689,689,342,גברעם,311,33,קיבוצים,GEVAR'AM,31.3933036428286,34.6749734722552
3954902.753,3831183.239,690,690,343,חמדיה,347,33,קיבוצים,HAMADYA,32.4199705322624,35.4881863375862
3899095.42,3823585.933,691,691,344,מענית,459,33,קיבוצים,MA'ANIT,32.3556811415583,35.0433020053676
3969336.858,3921159.998,692,692,345,כפר סאלד,455,33,קיבוצים,KEFAR SZOLD,33.1813655653369,35.6029041416853
3913711.48,3736289.21,693,693,208,מוצא עילית,796,35,ישובים כפריים יהודים אחרים,MOZA ILLIT,31.6169649247912,35.1600242859524
3884989.609,3808732.936,694,694,233,כפר ידידיה,489,31,מושבים (כפרים שיתופיים) (ב),KEFAR YEDIDYA,32.2299931542000,34.9305161836200
3905425.291,3892673.074,695,695,282,שבי ציון,619,32,מושבים שיתופיים,SHAVE ZIYYON,32.9403055046442,35.0938695925895
3920465.539,3903723.177,696,696,294,אילון,635,33,קיבוצים,ELON,33.0338129166903,35.2139121164900
3967237.71,3925863.899,697,697,302,דפנה,553,33,קיבוצים,DAFNA,33.2211705867178,35.5862296639266
3896741.789,3829898.846,698,698,310,כפר גליקסון,284,33,קיבוצים,KEFAR GLIKSON,32.4091018342866,35.0244925169755
3963555.595,3923060.357,699,699,322,בית הלל,550,31,מושבים (כפרים שיתופיים) (ב),BET HILLEL,33.1974466441800,35.5569736557896
3942188.936,3841099.823,700,700,339,רמת צבי,388,31,מושבים (כפרים שיתופיים) (ב),RAMAT ZEVI,32.5038859561800,35.3870222346000
3956810.264,3921242.248,701,701,347,מנרה,248,33,קיבוצים,MENARA,33.1820615747996,35.5033548570111
3850058.766,3700242.024,702,702,348,ניר עם,301,33,קיבוצים,NIR AM,31.3119289484350,34.6506362687145
3836717.814,3660108.006,703,703,352,גבולות,251,33,קיבוצים,GEVULOT,30.9723096759501,34.5435244229595
3909027.344,3855766.616,704,704,353,בית זיד,208,35,ישובים כפריים יהודים אחרים,BET ZEID#,32.6279982636326,35.1226331762102
3865159.346,3638336.504,705,705,354,רביבים,644,33,קיבוצים,REVIVIM,30.7880763957787,34.7717300213216
3892910.532,3781484.275,706,706,355,חורשים,221,33,קיבוצים,HORESHIM,31.9994114364393,34.9938662098667
3965243.283,3924831.659,707,707,356,הגושרים,526,33,קיבוצים,HAGOSHERIM,33.2124356375829,35.5703842333800
3964073.115,3918182.075,708,708,357,כפר בלום,527,33,קיבוצים,KEFAR BLUM,33.1561659940558,35.5610861352498
3846980.372,3709387.428,709,709,358,יד מרדכי,699,33,קיבוצים,YAD MORDEKHAY,31.3893185511652,34.6259311761077
3855611.279,3726007.834,710,710,359,ניצנים,375,33,קיבוצים,NIZZANIM,31.5299625878133,34.6951806908854
3900742.806,3835420.671,711,711,360,"גבעת ניל""י",384,31,מושבים (כפרים שיתופיים) (ב),GIV'AT NILI,32.4558282283185,35.0564651463526
3873671.699,3735741.603,712,712,363,חפץ חיים,382,33,קיבוצים,HAFEZ HAYYIM,31.6123310046544,34.8399234837600
3890288.564,3736246.859,713,713,364,כפר אוריה,416,31,מושבים (כפרים שיתופיים) (ב),KEFAR URIYYA,31.6166065460050,34.9729009502585
3940338.82,3857650.629,714,714,365,בית קשת,297,33,קיבוצים,BET QESHET,32.6439410252698,35.3722915762721
3969655.589,3917166.205,715,715,366,שמיר,546,33,קיבוצים,SHAMIR,33.1475695629746,35.6054356968892
3951808.826,3892485.715,716,716,368,בירייה,771,35,ישובים כפריים יהודים אחרים,BIRIYYA,32.9387200545511,35.4635781166827
3904730.42,3836616.777,717,717,369,גלעד (אבן יצחק),393,33,קיבוצים,GAL'ED (EVEN YIZHAQ),32.4659498379961,35.0883198007915
3886853.234,3747015.094,718,718,370,גזר,340,33,קיבוצים,GEZER,31.7077287447775,34.9454249465809
3957712.746,3908675.973,719,719,372,רמות נפתלי,414,31,מושבים (כפרים שיתופיים) (ב),RAMOT NAFTALI,33.0757241169498,35.5105305210160
3888596.348,3809825.703,720,720,373,בית הלוי,502,31,מושבים (כפרים שיתופיים) (ב),BET HALEWI,32.2392402843418,34.9593674957561
3951479.937,3879127.586,721,721,374,חוקוק,265,33,קיבוצים,HUQOQ,32.8256818281362,35.4609618422178
3900103.422,3814027.626,722,722,375,מגל,490,33,קיבוצים,MAGGAL,32.2747975036418,35.0513564883802
3894326.307,3813017.393,723,723,377,המעפיל,465,33,קיבוצים,HAMA'PIL,32.2662487858676,35.0051847987180
3957303.136,3928105.63,724,724,378,משגב עם,236,33,קיבוצים,MISGAV AM,33.2401403991244,35.5072737667014
3890018.336,3802613.423,725,725,379,גאולים,670,31,מושבים (כפרים שיתופיים) (ב),GE'ULIM,32.1782090403600,34.9707399450366
3968083.8,3914086.111,726,726,380,להבות הבשן,423,33,קיבוצים,LAHAVOT HABASHAN,33.1215054137745,35.5929509031108
3952106.313,3825143.255,727,727,383,"עין הנצי""ב",537,33,קיבוצים,EN HANAZIV,32.3688593993807,35.4659445267618
3956404.059,3885632.081,728,728,385,עמיעד,429,33,קיבוצים,AMMI'AD,32.8807237086950,35.5001249290419
3885104.683,3797630.565,729,729,386,בני דרור,841,32,מושבים שיתופיים,BENE DEROR,32.1360434406876,34.9314368249380
3886817.568,3809063.434,730,730,387,כפר מונש,690,31,מושבים (כפרים שיתופיים) (ב),KEFAR MONASH,32.2327898690033,34.9451396506144
3946169.47,3851151.076,731,731,388,כפר קיש,295,31,מושבים (כפרים שיתופיים) (ב),KEFAR KISCH,32.5889409638981,35.4187073618722
3882771.358,3791361.332,732,732,389,בצרה,671,31,מושבים (כפרים שיתופיים) (ב),BAZRA,32.0829923756344,34.9127673620974
3871244.431,3724184.726,733,733,392,קדמה,95,34,ישובים מוסדיים יהודים,QEDMA,31.5145352092089,34.8204833770622
3879248.119,3715271.662,734,734,393,גלאון,287,33,קיבוצים,GAL'ON,31.4391117033378,34.8845700993377
3867207.914,3686477.145,735,735,394,שובל,505,33,קיבוצים,SHOVAL,31.1954487602242,34.7881458422863
3864896.413,3680101.382,736,736,395,משמר הנגב,592,33,קיבוצים,MISHMAR HANEGEV,31.1414962195608,34.7696228485701
3863543.865,3663853.789,737,737,397,חצרים,791,33,קיבוצים,HAZERIM,31.0040069807890,34.7587826420455
3852060.546,3685371.658,738,738,398,שרשרת,283,31,מושבים (כפרים שיתופיים) (ב),SHARSHERET,31.1860939849434,34.6666977422787
3839571.618,3687969.736,739,739,399,בארי,753,33,קיבוצים,BE'ERI,31.2080792542985,34.5664471950545
3869800.463,3707743.798,740,740,400,אבן שמואל,501,35,ישובים כפריים יהודים אחרים,EVEN SHEMU'EL,31.3754099399245,34.8089166648670
3824665.306,3663589.036,741,741,402,ניר יצחק,576,33,קיבוצים,NIR YIZHAQ,31.0017666030334,34.4466535068354
3843169.945,3672364.096,742,742,403,אורים,413,33,קיבוצים,URIM,31.0760223034733,34.5953423727559
3905233.73,3738115.18,743,743,405,נווה אילן,338,32,מושבים שיתופיים,NEWE ILAN,31.6324165219520,35.0923396702352
3865061.184,3733437.677,744,744,406,חצור-אשדוד,560,33,קיבוצים,HAZOR-ASHDOD,31.5928348845609,34.7709433419356
3935090.728,3848454.293,745,745,407,דברת,278,33,קיבוצים,DAVERAT,32.5661204296200,35.3304933843215
3920716.059,3894815.143,746,746,409,יחיעם,362,33,קיבוצים,YEHI'AM,32.9584319761701,35.2159103155733
3844399.755,3659217.82,747,747,413,צאלים,444,33,קיבוצים,ZE'ELIM,30.9647768088646,34.6052159441821
3860292.531,3691029.714,748,748,414,קלחים,262,31,מושבים (כפרים שיתופיים) (ב),QELAHIM,31.2339731843441,34.7327192433183
3843234.076,3687753.536,749,749,415,שוקדה,183,31,מושבים (כפרים שיתופיים) (ב),SHOQEDA,31.2062497443466,34.5958572769094
3963803.463,3927108.357,750,750,416,מעיין ברוך,305,33,קיבוצים,MA'YAN BARUKH,33.2317013457492,35.5589433621394
3878596.304,3795901.407,751,751,417,יקום,523,33,קיבוצים,YAQUM,32.1214110874134,34.8793525490841
3881806.045,3792252.43,752,752,418,בני ציון,742,31,מושבים (כפרים שיתופיים) (ב),BENE ZIYYON,32.0905329699193,34.9050425935882
3844453.843,3693992.47,753,753,419,סעד,582,33,קיבוצים,SA'AD,31.2590444150211,34.6056501638855
3886650.087,3816109.158,754,754,422,חרב לאת,721,31,מושבים (כפרים שיתופיים) (ב),HEREV LE'ET,32.2924116998084,34.9437999098119
3887701.191,3810969.311,755,755,423,העוגן,542,33,קיבוצים,HAOGEN,32.2489176436881,34.9522077121222
3851468.256,3698778.634,756,756,424,גבים,372,33,קיבוצים,GEVIM,31.2995455528609,34.6619457300211
3869533.498,3756114.681,757,757,311, ,0,0, , ,31.7847306356373,34.8067780222185
3905643.044,3846184.669,758,758,367, ,0,0, , ,32.5469145850800,35.0956086753533
3907614.76,3894436.726,759,759,376, ,0,0, , ,32.9552297602800,35.1113542870571
3907181.474,3892184.9,760,760,390, ,0,0, , ,32.9361745136395,35.1078944046692
3887359.143,3793284.275,761,761,425,משמרת,482,31,מושבים (כפרים שיתופיים) (ב),MISHMERET,32.0992645710369,34.9494717487205
3891570.371,3864346.63,762,762,427,כפר גלים,285,34,ישובים מוסדיים יהודים,KEFAR GALLIM,32.7006034582200,34.9831508674065
3856691.387,3705396.123,763,763,428,ברור חיל,462,33,קיבוצים,BEROR HAYIL,31.3555436053257,34.7038433039453
3915324.713,3859510.495,764,764,429,אלוני אבא,283,32,מושבים שיתופיים,ALLONE ABBA,32.6596794529114,35.1728984400100
3917543.277,3860080.663,765,765,430,בית לחם הגלילית,570,31,מושבים (כפרים שיתופיים) (ב),BET LEHEM HAGELILIT,32.6645042863770,35.1906004386548
3950407.804,3897533.323,766,766,431,דלתון,688,31,מושבים (כפרים שיתופיים) (ב),DALTON,32.9814335653445,35.4524326188762
3906818.282,3888753.038,767,767,432,שמרת,358,33,קיבוצים,SHAMERAT,32.9071336612200,35.1049941430864
3887351.593,3844118.25,768,768,433,נחשולים,399,33,קיבוצים,NAHSHOLIM,32.5294282746158,34.9494113566524
3891407.439,3862400.546,769,769,434,החותרים,495,33,קיבוצים,HAHOTERIM,32.6841354393751,34.9818480532700
3938187.711,3847734.041,770,770,436,עין דור,783,33,קיבוצים,EN DOR,32.5600255715609,35.3551614549900
3949256.928,3826624.905,771,771,437,רשפים,357,33,קיבוצים,RESHAFIM,32.3813973142658,35.4432760928904
3949747.519,3825406.51,772,772,439,שלוחות,414,33,קיבוצים,SHELUHOT,32.3710871038421,35.4471794129647
3880036.727,3739119.015,773,773,440,יסודות,362,32,מושבים שיתופיים,YESODOT,31.6409111041727,34.8908822350469
3936125.878,3835596.151,774,774,442,גדעונה,161,35,ישובים כפריים יהודים אחרים,GID'ONA,32.4573131673151,35.3387392874540
3963352.957,3891908.165,775,775,443,כפר הנשיא,489,33,קיבוצים,KEFAR HANASI,32.9338327460031,35.5553633330503
3899822.137,3832254.634,776,776,444,רגבים,256,33,קיבוצים,REGAVIM,32.4290368170811,35.0491089383422
3879295.113,3798272.262,777,777,446,אודים,661,31,מושבים (כפרים שיתופיים) (ב),UDIM,32.1414735643238,34.8849462598844
3884739.993,3804443.016,778,778,447,נורדייה,2020,18,"2000-9999 תושבים,ישובים יהודים",NORDIYYA,32.1936912907766,34.9285191058026
3886580.294,3766479.022,779,779,448,בני עטרות,548,31,מושבים (כפרים שיתופיים) (ב),BENE ATAROT,31.8724350368903,34.9432416121549
3886374.821,3770957.703,780,780,449,נחלים,1920,31,מושבים (כפרים שיתופיים) (ב),NEHALIM,31.9103342151166,34.9415979254400
3886189.46,3768741.052,781,781,450,בארות יצחק,417,33,קיבוצים,BE'EROT YIZHAQ,31.8915766326984,34.9401151110806
3931987.836,3837217.155,782,782,452,יזרעאל,464,33,קיבוצים,YIZRE'EL,32.4710303115346,35.3057716636627
3957562.457,3912184.298,783,783,453,יפתח,492,33,קיבוצים,YIFTAH,33.1054120249692,35.5093356090200
3908382.635,3899130.17,784,784,454,סער,367,33,קיבוצים,SA'AR,32.9949462911962,35.1174856172830
3903515.941,3736621.728,785,785,456,שורש,374,32,מושבים שיתופיים,SHORESH,31.6197787369705,35.0786192081165
3945952.16,3847303.335,786,786,457,גזית,581,33,קיבוצים,GAZIT,32.5563808825531,35.4169778503214
3904326.748,3733671.385,787,787,460,רמת רזיאל,382,31,מושבים (כפרים שיתופיים) (ב),RAMAT RAZI'EL,31.5948125528912,35.0850956049118
3885439.787,3737840.649,788,788,462,טל שחר,729,31,מושבים (כפרים שיתופיים) (ב),TAL SHAHAR,31.6300934050241,34.9341177651591
3918800.702,3896229.946,789,789,463,געתון,422,33,קיבוצים,GA'TON,32.9704042216200,35.2006319736498
3890810.715,3738359.39,790,790,464,הראל,145,33,קיבוצים,HAR'EL,31.6344830532419,34.9770764482142
3854955.413,3729254.69,791,791,351,ניצן,454,35,ישובים כפריים יהודים אחרים,NIZZAN,31.5574379000723,34.6899201713334
3863344.623,3697453.52,792,792,362,רוחמה,384,33,קיבוצים,RUHAMA,31.2883322713119,34.7571856831724
3941519.761,3855892.38,793,793,371,כדורי,203,34,ישובים מוסדיים יהודים,KADOORIE,32.6290624925982,35.3816945261792
3881925.668,3816667.864,794,794,382,מכמורת,1050,31,מושבים (כפרים שיתופיים) (ב),MIKHMORET,32.2971395424945,34.9059998924530
3883107.622,3661801.351,795,795,396,נבטים,753,31,מושבים (כפרים שיתופיים) (ב),NEVATIM,30.9866389791001,34.9154581147186
3962667.374,3916550.58,796,796,408,נאות מרדכי,489,33,קיבוצים,NE'OT MORDEKHAY,33.1423600659308,35.5499149541110
3872363.076,3633387.735,797,797,421,משאבי שדה,462,33,קיבוצים,MASH'ABBE SADE,30.7461992703641,34.8294431552861
3891259.924,3852518.178,798,798,426,עין כרמל,417,33,קיבוצים,EN KARMEL,32.6005095583411,34.9806684979429
3876662.651,3753214.294,799,799,435,נצר סרני,499,33,קיבוצים,NEZER SERENI,31.7601871865428,34.8638726385705
3902427.486,3841911.999,800,800,445,רמות מנשה,447,33,קיבוצים,RAMOT MENASHE,32.5107586921994,35.0699243794300
3877259.938,3763284.936,801,801,466,בית דגן,4830,18,"2000-9999 תושבים,ישובים יהודים",BET DAGAN,31.8454062698100,34.8686545043500
3876336.812,3745165.151,802,802,469,קריית עקרון,9600,18,"2000-9999 תושבים,ישובים יהודים",QIRYAT EQRON,31.6920742899115,34.8612638739398
3908446.603,3737870.334,803,803,472,אבו גוש,5170,28,"2000-9999 תושבים,ישובים לא יהודים",ABU GHOSH,31.6303446051314,35.1179963710511
3914982.099,3890115.701,804,804,473,אבו סנאן,10800,27,"10000-19999 תושבים,ישובים לא יהודים",ABU SINAN,32.9186646832200,35.1701644112739
